bodyparts,beak,beak,beak,tail,tail,tail,left_wing,left_wing,left_wing,right_wing,right_wing,right_wing,head,head,head,back,back,back
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
18171,869.8672,279.1797,0.9145508,785.5508,213.6914,0.34521484,851.18994,244.60986,0.7368164,815.1367,261.6875,0.72265625,858.71484,262.5332,0.72998047,833.7383,248.5664,0.66308594
18172,869.85156,279.1797,0.8979492,790.78516,214.49023,0.27783203,851.9989,249.15234,0.7211914,817.72266,261.6875,0.66503906,858.71484,263.03125,0.69873047,835.61816,252.88379,0.71191406
18173,868.59375,279.1797,0.77685547,794.71094,215.2832,0.31396484,852.4724,250.21582,0.7763672,820.1887,262.33203,0.6699219,863.0156,263.17188,0.65478516,836.85205,253.4336,0.7558594
18174,868.59375,279.1797,0.7392578,795.7097,215.7539,0.31176758,853.2129,251.39893,0.78125,822.1406,262.92188,0.5805664,863.1738,264.1543,0.62158203,840.33203,254.44922,0.75390625
18175,867.7578,279.26562,0.7050781,796.48975,219.50317,0.36523438,853.7383,251.604,0.7373047,833.2578,270.98438,0.68115234,863.7422,266.0996,0.57714844,840.8203,255.05078,0.89501953
18176,868.59375,283.3589,0.60791016,800.19336,220.53418,0.5126953,854.27734,252.38599,0.6435547,834.7617,273.78125,0.7783203,864.3125,267.2881,0.5390625,841.28125,256.04688,0.97998047
18177,868.7461,284.1942,0.39331055,802.3711,220.85547,0.5625,856.1035,258.3506,0.5756836,834.81445,273.78125,0.7578125,864.5625,267.83594,0.55859375,842.9883,257.6621,0.87158203
18178,869.33984,284.5713,0.38793945,803.4297,222,0.45239258,857.0742,258.66406,0.5366211,835.2866,273.78125,0.69628906,865.0664,268.16028,0.5415039,843.4219,258.3418,0.71875
18179,872.1035,285.49805,0.5004883,805.18164,223.48047,0.50146484,861.3594,260.1864,0.60839844,835.7012,274.0078,0.6503906,865.70703,271.65234,0.5751953,845.0908,264.39844,0.68310547
18180,879.5156,290.16797,0.63378906,806.72656,226.47168,0.5126953,866.58887,260.95605,0.7236328,835.7982,273.63867,0.5600586,868.9458,272.72852,0.59521484,848.5215,267.05957,0.75
18181,884.27344,292.5713,0.80810547,808.5469,229.78223,0.3630371,866.5957,266.71387,0.7182617,837.9336,273.63867,0.50683594,876.5112,278.18555,0.61572266,853.2998,269.03223,0.75439453
18182,893.0488,296.02734,1,808.9531,232.4961,0.30395508,869.28516,267.80444,0.69140625,838.2344,274.0078,0.42651367,878.96484,282.0254,0.7680664,857.2617,271.69727,0.68896484
18183,902.2168,301.66113,1,808.9531,234.95508,0.36132812,877.76953,269.76758,0.5810547,850.5049,283.0078,0.4675293,883.7689,283.39062,0.890625,858.60254,272.88477,0.6723633
18184,907.5652,304.2754,1,808.5469,238.125,0.24719238,879.6328,271.63672,0.6074219,850.5049,283.34375,0.45336914,890.84375,289.95117,0.8286133,863.0508,274.80957,0.76416016
18185,912.7344,306.75098,1,804.9531,240.25781,0.24523926,880.07227,272.71094,0.7006836,850.5049,284.7539,0.5,892.77246,294.38867,0.8754883,863.33984,275.964,0.76220703
18186,914.334,310.27344,1,804.9531,241.9043,0.28442383,881.87305,273.15625,0.7011719,850.34375,285.73438,0.4951172,894.29297,296.69336,0.9536133,863.71094,277.19922,0.7397461
18187,917.6162,310.8379,1,804.9531,244.07288,0.23168945,883.66724,273.93164,0.7109375,849.209,287.03906,0.5083008,896.69336,298.71973,0.9902344,863.9883,278.04492,0.7182617
18188,918.9121,311.88867,1,806.7285,246.41211,0.3022461,884.58594,274.3623,0.7338867,849.209,292.09375,0.6171875,898.29395,299.0996,0.98876953,864.3613,279.21094,0.6777344
18189,919.20703,312.1328,1,808.3594,249.73828,0.34033203,886.0371,274.71094,0.77783203,849.209,295.91016,0.8046875,899.499,299.53784,1,864.416,281.4375,0.69384766
18190,919.71094,312.29297,1,809.1172,254.36328,0.42114258,886.6582,275.62817,0.7910156,850.3799,301.875,0.8457031,900.44946,299.57275,1,865.0547,284.20886,0.7475586
18191,920.03125,312.39844,1,809.1172,257.08594,0.32641602,887.3672,276.46118,0.7714844,851.042,302.9668,0.7973633,901.42285,299.68677,0.9897461,865.7637,284.78906,0.765625
18192,920.39844,312.45312,1,809.1172,257.57812,0.5131836,887.3906,276.82227,0.7597656,858.33594,307.64404,0.7788086,902.28906,299.57275,0.9765625,872.2617,285.37793,0.89160156
18193,920.4492,312.45312,1,808.7363,259.41504,0.63671875,887.3906,277.54883,0.75,864.4824,307.76135,0.74902344,902.3828,299.57275,0.97509766,872.8711,286.92578,0.9448242
18194,920.4492,312.45312,1,808.7246,260.61328,0.64404297,887.3906,277.87012,0.74560547,864.4824,307.76135,0.75,902.3828,299.23633,0.9814453,872.8711,287.1211,0.90283203
18195,920.39844,312.8047,1,808.7246,263.84375,0.48706055,887.1621,278.3203,0.7241211,864.4824,307.64404,0.74658203,902.28906,298.81055,0.95947266,872.8711,287.53516,0.89746094
18196,920.2461,312.89453,1,808.7246,267.1997,0.6582031,885.4414,279.0703,0.7524414,857.1172,307.64404,0.7602539,901.5957,298.6123,0.9736328,870.8906,288.1582,0.84375
18197,919.96094,312.91797,1,808.90234,268.84082,0.7524414,884.333,279.26172,0.74560547,857.1172,308.43384,0.7910156,901.5957,298.375,0.9760742,870.5117,288.18555,0.81933594
18198,919.96094,312.92578,1,809.35547,270.54688,0.7836914,884.333,279.82812,0.74853516,857.1172,308.43384,0.7763672,901.5957,298.28223,0.9824219,870.4863,289.0957,0.8154297
18199,919.96094,312.95703,1,810.00586,271.5039,0.7558594,884.333,280.23242,0.73828125,857.60156,310.45312,0.77734375,901.7803,298.28223,0.96875,870.0547,290.47168,0.83740234
18200,920.0078,312.96875,1,810.2217,273.4004,0.72509766,884.3611,281.21484,0.7109375,860.03125,313.88672,0.79248047,902.12305,298.28223,0.9628906,870.0547,291.28613,0.8144531
18201,920.47656,312.96875,1,810.79004,274.84766,0.60302734,884.5454,282.35156,0.6845703,860.5625,316.22815,0.81640625,902.50977,298.34277,0.9477539,868.99365,292.25073,0.7368164
18202,920.5586,312.98828,1,811.47314,275.01807,0.59472656,885.1455,283.22998,0.67041016,860.5625,317.26758,0.8383789,902.7715,298.66113,0.9291992,867.6946,293.9297,0.6796875
18203,921.0508,313.70312,0.9946289,812.5825,276.03232,0.4387207,885.9404,284.7256,0.59521484,860.5625,318.1504,0.8574219,903.8418,299.76184,0.88964844,867.593,294.91797,0.65527344
18204,922.3906,315.3213,0.9819336,813.77637,277.9248,0.37963867,887.5781,286.64062,0.60058594,860.9258,319.44727,0.87402344,905.9844,300.97217,0.8144531,867.593,296.2246,0.65283203
18205,924.4558,318.60352,1,813.8789,279.19922,0.40649414,889.1406,287.09766,0.62060547,861.0117,319.6289,0.90234375,907.5139,301.7422,0.80859375,867.593,297.0039,0.63623047
18206,926.3828,319.32812,1,815.08984,279.2578,0.4008789,895.40625,288.64648,0.703125,861.0742,320.34766,0.8774414,910.459,304.73633,0.84375,876.16016,299.82275,0.64941406
18207,932.6753,319.42188,1,815.97266,280.8203,0.37280273,897.03516,289.98438,0.80615234,862.75,320.6797,0.8388672,911.53516,310.3672,0.85302734,876.9414,300.7998,0.6899414
18208,938.1836,320.48828,0.9785156,817.15234,281.51172,0.35083008,899.0137,292.86768,0.7910156,864.6504,320.6797,0.7729492,917.2168,315.2373,0.9790039,878.09375,303.0957,0.69970703
18209,942.8789,320.79102,1,820.6792,281.8086,0.44311523,900.192,294.26758,0.7636719,866.3955,320.6797,0.7529297,921.8281,318.125,0.9394531,879.2539,303.15625,0.7158203
18210,945.1328,321.80664,1,822.084,282.51367,0.38208008,901.8965,295.625,0.7055664,870.23047,320.56836,0.7470703,923.3296,318.64844,0.87060547,882.6289,304.52344,0.7138672
18211,948.5923,323.2168,1,824.4844,282.81738,0.4008789,902.9883,296.7539,0.66064453,870.82227,320.56836,0.734375,926.0156,321.3086,0.8256836,883.43604,304.67383,0.7158203
18212,950.3047,323.50464,1,825.45703,282.81738,0.36987305,908.2383,301.15137,0.6225586,872.73047,320.56836,0.6870117,927.6133,321.3086,0.8803711,884.2466,306.25195,0.7163086
18213,950.7363,323.50464,1,826.8594,282.81738,0.30151367,909.8594,302.20312,0.61816406,874.14453,321.7754,0.6279297,928.1426,321.3086,0.90185547,889.43164,309.72754,0.7265625
18214,951.209,323.50464,1,829.25195,282.3672,0.23376465,910.8867,303.0996,0.61083984,875.1211,322.06934,0.59765625,928.8887,321.23828,0.9140625,890.3037,310.5039,0.72216797
18215,951.32227,323.33594,1,829.90137,282.2588,0.3408203,911.6914,303.42188,0.6040039,875.5586,322.82617,0.6352539,928.9082,320.8789,0.9355469,891.2407,311.26172,0.6982422
18216,951.55273,323.33594,1,830.2461,282.2588,0.36865234,913.2012,303.75,0.6166992,876.33594,322.89355,0.5966797,930.3623,320.5547,0.9345703,891.8164,312.03125,0.68408203
18217,951.6719,323.33594,1,831.24805,282.3672,0.4765625,913.77344,304,0.61865234,881.1992,330.99512,0.62402344,930.8887,320.5547,0.93896484,892.603,312.8203,0.6879883
18218,951.69336,323.34375,1,833.1172,282.9922,0.625,913.81836,304,0.62646484,881.96875,330.99512,0.6064453,931.2422,320.4922,0.95947266,893.1328,313.33203,0.65722656
18219,951.80664,323.36084,1,833.8574,282.99316,0.59765625,914.583,304.23633,0.6455078,882.43164,331.05713,0.5878906,931.3999,320.4922,0.9458008,893.4424,313.71875,0.6269531
18220,951.8633,323.37646,1,834.6123,283.94366,0.57470703,914.87305,304.23633,0.6455078,882.6172,330.99512,0.5541992,931.53076,320.4453,0.94091797,898.1797,313.98438,0.6147461
18221,951.91406,323.37646,1,835.5139,285.24414,0.5024414,915.7649,304.23633,0.6621094,882.6172,329.9414,0.5761719,932.21716,320.1211,0.9033203,906.37695,316.10156,0.67822266
18222,951.91406,323.37646,1,836.8872,285.65234,0.5473633,915.9893,304,0.6635742,882.43164,329.51562,0.5541992,932.4287,319.88867,0.890625,906.9883,316.4336,0.6591797
18223,951.91406,323.3916,1,837.85547,286.92578,0.5419922,915.9893,304,0.6513672,882.38574,329.51562,0.5595703,932.4287,319.6504,0.8652344,907.0791,316.4336,0.66552734
18224,951.91406,323.3916,1,838.25195,288.11523,0.5488281,915.9893,304,0.64941406,881.83594,329.2207,0.5341797,932.46533,319.06055,0.85498047,907.4995,316.4336,0.70458984
18225,951.91406,323.375,1,838.5703,289.55273,0.6323242,916.2639,304.39453,0.6586914,881.83594,329.2207,0.49194336,932.73926,318.5,0.79541016,908.24976,316.4336,0.6748047
18226,952.4531,323.375,1,838.64844,293.60547,0.5678711,916.3801,304.53906,0.6489258,882.38574,329.51562,0.44506836,932.8672,317.7578,0.7973633,908.916,316.69922,0.63134766
18227,953.8086,322.48242,1,839.1035,293.7422,0.5185547,916.3801,304.5703,0.6401367,921.78516,335.36328,0.43115234,934.5703,317.7578,0.7871094,909.78125,316.69922,0.63964844
18228,955.9062,320.41406,1,839.8672,295.28125,0.4663086,917.46484,305.0664,0.62353516,923.4619,335.7539,0.44458008,936.8887,317.7578,0.8383789,913.8633,316.91797,0.59716797
18229,961.19727,317.1953,0.91503906,839.8672,297.4746,0.36376953,924.28125,306.6914,0.55566406,925.5293,336.82422,0.42407227,943.5469,318.20703,0.8984375,915.71484,317.23828,0.6875
18230,965.7197,314.9414,0.90234375,842.10547,300.38354,0.38134766,931.2427,307.56787,0.5991211,925.98145,336.82422,0.3840332,949.14844,318.20703,1,917.63574,320.07812,0.7495117
18231,970.28613,314.77832,0.69677734,845.8701,302.29297,0.41992188,934.1367,307.65894,0.5957031,927.17773,337.10938,0.36499023,954.1299,318.20703,0.9536133,918.1836,320.60547,0.7597656
18232,976.0547,312.75,0.8222656,847.60156,303.51562,0.36645508,936.5078,307.7378,0.55615234,933.32715,337.10938,0.3869629,960.15234,316.73193,0.91308594,919.5078,321.16797,0.73291016
18233,979.4873,312.23828,0.8300781,848.70703,305.2422,0.59277344,942.8125,308.15625,0.5253906,939.5759,337.0664,0.36743164,961.9336,316.48975,1,921.27344,321.16797,0.72216797
18234,984.64453,309.97852,0.7998047,851.9346,310.5918,0.6899414,944.19727,308.15625,0.5449219,940.41943,336.78906,0.3852539,967.46875,313.16992,0.9711914,921.97266,321.39844,0.6879883
18235,989.2656,306.64844,0.7758789,852.079,313.87305,0.55078125,945.96484,308.15625,0.52246094,941.75586,336.78906,0.3798828,971.6428,312.11328,0.8701172,932.9253,321.39844,0.6879883
18236,994.2656,306.00586,0.9526367,854.88086,319.13086,0.50097656,947.8645,306.83203,0.51708984,948.1803,336.08203,0.43774414,972.7578,311.51562,0.89941406,938.2617,320.76758,0.7133789
18237,998.2578,304.41602,0.96191406,857.3262,321.70508,0.5703125,949.4287,305.85156,0.54003906,949.499,335.8789,0.5097656,975.71484,308.80273,0.9404297,941.93066,319.1914,0.7602539
18238,1000.4336,303.45703,0.9248047,858.50684,326.04297,0.68359375,952.3828,303.8203,0.5551758,951.02734,335.28906,0.5644531,979.6875,307.99744,1,943.5664,319.01562,0.78808594
18239,1001.34766,303.28906,0.8642578,860.45386,331.24902,0.8754883,954.26953,303.3672,0.5878906,957.3711,335.01562,0.5126953,980.65625,307.9084,1,945.97266,318.89844,0.7675781
18240,1001.77344,303.17188,0.8408203,863.60547,335.72266,0.9165039,956.4453,302.95703,0.6230469,961.7871,333.76953,0.54003906,981.3906,307.9084,1,951.7031,318.84375,0.734375
18241,1001.8242,303.17188,0.8520508,868.41675,339.26318,0.8515625,957.8828,302.69922,0.65234375,964.9917,333.51562,0.5551758,981.4297,307.85742,0.99658203,954.9424,318.66797,0.7910156
18242,1001.95703,303.28906,0.87841797,871.33203,343.0664,0.87158203,957.9922,301.51855,0.7114258,969.1992,333.42578,0.53759766,981.72656,307.77332,1,957.98047,318.5625,0.85302734
18243,1002.16797,303.28906,0.8569336,874.376,346.63672,0.9057617,959.70703,301.51855,0.73535156,970.2539,333.42188,0.49194336,982.40625,307.77332,1,959.3613,318.5625,0.81933594
18244,1002.93066,303.17188,0.8227539,879.15234,348.5083,0.88964844,963.0874,301.46094,0.7890625,976.8926,332.32812,0.4802246,985.0078,307.58716,0.94628906,962.12305,318.5625,0.7573242
18245,1007.80273,301.8506,0.8769531,885.76855,350.5371,0.9692383,965.4209,301.45215,0.7783203,978.5869,331.33838,0.49194336,989.25684,306.29492,0.88916016,964.27637,318.5625,0.76123047
18246,1011.91364,300.64697,1,888.90234,353.72852,0.93408203,971.2344,301.45215,0.7783203,980.7461,331.08594,0.49804688,991.3594,305.75977,1,967.8496,318.33984,0.75439453
18247,1016.6992,299.33545,0.88183594,893.8379,355.46143,0.91796875,974.1797,299.78333,0.7080078,986.73145,330.92578,0.44580078,998.96484,305.0078,1,974.7383,317.71484,0.7919922
18248,1023.0742,297.4297,0.85595703,898.6953,355.46143,0.8100586,979.41797,299.71948,0.7739258,993.10547,330.5039,0.4501953,1005.626,304.76953,0.94677734,979.4077,317.54492,0.76464844
18249,1027.1978,295.8203,0.99853516,903.2539,355.46143,0.8334961,984.04297,298.9795,0.74365234,995.4512,330.24512,0.45361328,1012.7373,304.0254,1,983.1543,317.35645,0.734375
18250,1034.835,293.60645,0.9472656,907.8368,355.19482,0.89453125,990.60156,296.98242,0.69091797,998.69727,330.21777,0.4309082,1021.23535,301.8291,1,990.7988,315.51343,0.7314453
18251,1040.9004,290.06934,0.92578125,914.33203,354.58594,0.8334961,996.29004,296.83203,0.69921875,1009.93164,323.8191,0.40112305,1026.2764,299.6648,1,995.91077,312.5918,0.6870117
18252,1045.6406,286.47656,1,919.66797,354.19727,0.8623047,1003.72266,294.2461,0.7504883,1013.78125,322.95996,0.4724121,1031.375,298.3164,1,1002.60254,311.9961,0.7089844
18253,1051.6357,283.89758,0.7841797,926.1094,353.91406,0.90283203,1004.9614,291.93567,0.74072266,1017.66406,321.98047,0.44702148,1038.7793,294.0254,1,1006.7793,309.70312,0.7895508
18254,1055.1895,280.46484,0.80859375,933.2471,352.25977,0.8457031,1013.0078,288.8125,0.7426758,1023.45703,319.10156,0.39916992,1039.5312,292.82178,0.9375,1013.0117,306.7168,0.7998047
18255,1058.2852,276.4038,0.8378906,937.6992,352.2461,0.9082031,1017.6133,286.91797,0.68896484,1029.584,316.20703,0.3317871,1047.4844,290.1211,0.97998047,1016.4785,306.2295,0.7133789
18256,1059.8651,276.1797,0.74658203,940.0963,348.55566,0.77001953,1019.48047,284.0844,0.6850586,1030.123,316.12756,0.35717773,1050.5674,288.46094,0.953125,1018.23535,303.8828,0.7602539
18257,1059.986,274.05078,0.77490234,941.7529,348.3147,0.80322266,1021,283.82812,0.69091797,1032.0469,315.8828,0.3388672,1051.2056,288.1289,0.93066406,1021.3428,302.3164,0.7578125
18258,1060.0449,274.05078,0.7578125,944.60547,348.3147,0.86279297,1022.10547,282.125,0.7661133,1039.2734,310.18945,0.39941406,1051.7853,284.68945,0.92626953,1023.9004,301.97852,0.7714844
18259,1060.0449,274.05078,0.7495117,944.92773,348.3147,0.8466797,1022.10547,281.64453,0.74560547,1039.4297,309.46875,0.44848633,1052.2095,284.68945,0.9013672,1024.0352,301.93164,0.7714844
18260,1060.0449,274.8125,0.7578125,949.6045,349.8506,0.9946289,1022.10547,281.64453,0.7553711,1039.4297,309.46875,0.4873047,1051.7853,284.68945,0.9375,1024.0352,301.93164,0.7871094
18261,1060.0449,277.3213,0.73095703,951.8867,353.30664,1,1021.95703,281.64453,0.76171875,1039.4297,309.46875,0.47680664,1051.2056,286.58203,0.92285156,1024.0352,301.97852,0.7573242
18262,1059.9663,277.5664,0.7285156,954.89844,353.71484,1,1020.64844,282.15723,0.7348633,1039.3984,310.02734,0.45043945,1049.2188,287.65234,0.93115234,1023.7363,303.07227,0.7338867
18263,1059.7507,279.08008,0.74853516,956.0226,353.71484,1,1020.64844,282.18652,0.73095703,1039.3984,310.35156,0.4675293,1049.2188,288.3164,0.92041016,1023.7363,303.07227,0.78759766
18264,1059.2393,279.91016,0.7470703,956.52734,353.71484,1,1020.64844,282.18652,0.75097656,1039.3984,310.35156,0.49267578,1049.2188,288.3164,0.9326172,1023.7363,303.07227,0.7807617
18265,1059.1211,279.9922,0.7729492,956.6177,353.01367,1,1021.02344,282.18652,0.77490234,1039.9766,310.35156,0.49658203,1049.4707,288.3164,0.9404297,1025.0371,301.93066,0.7993164
18266,1058.7432,280.0586,0.7919922,956.62695,351.6211,0.93408203,1022.0547,281.8711,0.79833984,1040.6719,310.2168,0.5078125,1049.8105,288.31445,0.9301758,1025.5391,301.74805,0.82666016
18267,1058.4678,280.0625,0.78808594,956.9448,351.23438,0.88134766,1023.0469,281.83984,0.8183594,1041.2539,310.08398,0.5292969,1050.0166,287.92188,0.92626953,1025.9668,301.61426,0.84277344
18268,1058.3965,280.0625,0.7792969,957.18164,351.16406,0.8676758,1023.5469,281.83984,0.82421875,1041.7949,309.56445,0.5571289,1050.3076,287.73828,0.90625,1026.3105,301.22754,0.8701172
18269,1058.3857,280.0586,0.7753906,957.34766,350.9746,0.8408203,1023.8672,281.66016,0.83447266,1042.0098,309.30566,0.5683594,1050.3896,287.66016,0.9013672,1026.4932,300.84473,0.8803711
18270,1058.2891,280.05078,0.76464844,957.4326,350.60742,0.7792969,1024.0645,281.48828,0.8383789,1042.2334,308.92432,0.57177734,1050.5234,287.51953,0.8925781,1026.7012,300.62354,0.8847656
18271,1058.2891,280.05078,0.7631836,957.4326,350.27344,0.75146484,1024.207,281.31836,0.83496094,1042.3096,308.6709,0.5673828,1050.6553,287.51953,0.8881836,1026.7012,300.31787,0.8911133
18272,1058.2852,279.9453,0.75927734,957.4326,349.99023,0.6958008,1024.207,281.31836,0.82958984,1042.3955,308.6709,0.5732422,1050.6553,287.51953,0.8803711,1026.7012,300.19153,0.88378906
18273,1058.2891,279.9453,0.7758789,957.0371,349.5869,0.71777344,1024.207,281.31836,0.8364258,1042.3955,308.6709,0.56103516,1050.6553,288.06445,0.89160156,1026.6602,300.19153,0.8847656
18274,1058.3369,280.28125,0.72265625,956.73096,349.2705,0.6953125,1024.1641,281.36328,0.82958984,1042.3955,308.76514,0.5361328,1050.4961,288.61328,0.87890625,1026.6553,300.19153,0.8769531
18275,1059.0542,287.42578,0.765625,956.58057,349.22656,0.7402344,1023.91406,281.6172,0.80908203,1040.8535,310.88672,0.42944336,1048.5312,289.11328,0.8457031,1025.709,301.49316,0.8227539
18276,1059.1987,293.15723,0.6616211,956.4729,349.08984,0.6904297,1023.91406,282.1709,0.83203125,1040.3652,314.59863,0.35253906,1048.4219,292.77344,0.77783203,1024.8945,303.1504,0.7758789
18277,1060.0187,297.2578,0.6635742,956.1636,349.08984,0.62597656,1023.91406,282.44434,0.828125,1034.8691,315.1875,0.32592773,1047.5234,294.84766,0.7915039,1023.83203,303.45117,0.71191406
18278,1060.0187,299.78687,0.81152344,954.51855,345.58594,0.7055664,1024.6172,283.42236,0.8144531,1034.0801,316.40625,0.3330078,1047.7793,298.3584,0.8496094,1022.459,303.51562,0.6772461
18279,1061.8428,303.70703,0.87158203,952.0293,342.2832,0.75146484,1025.5176,284.17725,0.77490234,1019.5862,320.83594,0.3581543,1047.7793,300.64795,0.8417969,1017.1953,303.9922,0.7158203
